model,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,backend,fit_seconds
HistGradientBoosting,0.6,0.7191136735615594,0.49343874205445426,0.7605330708233294,0.6009693053311793,0.004438822995966876,0.008812555522653243,0.035630102343150276,265394,247,83434,372,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.61,0.7191136735615594,0.49343874205445426,0.7603670942947,0.5965417867435159,0.002469990215497697,0.0049196107090656305,0.02633965055025936,265501,140,83599,207,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.62,0.7191136735615594,0.49343874205445426,0.7602268727446508,0.59,0.0007040068730162518,0.0014063356613353039,0.01387564835258947,265600,41,83747,59,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.63,0.7191136735615594,0.49343874205445426,0.7602039794303571,0.5925925925925926,0.00038183423621220437,0.0007631767231099451,0.010271292923016364,265619,22,83774,32,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.64,0.7191136735615594,0.49343874205445426,0.7601868094446368,0.5666666666666667,0.00020284943798773357,0.0004055537000811107,0.007092881715730242,265628,13,83789,17,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.65,0.7191136735615594,0.49343874205445426,0.7601868094446368,0.625,0.00011932319881631387,0.00023860084464699004,0.006104273488207885,265635,6,83796,10,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.66,0.7191136735615594,0.49343874205445426,0.7601725011232032,0.4444444444444444,4.7729279526525546e-05,9.544830877527889e-05,0.0024320923813215497,265636,5,83802,4,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.67,0.7191136735615594,0.49343874205445426,0.7601725011232032,0.4,2.3864639763262773e-05,4.772643209125294e-05,0.001419022802301492,265638,3,83804,2,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.68,0.7191136735615594,0.49343874205445426,0.7601782244517766,0.6666666666666666,2.3864639763262773e-05,4.772757102459163e-05,0.002929106862911651,265640,1,83804,2,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.69,0.7191136735615594,0.49343874205445426,0.76017536278749,0.5,1.1932319881631387e-05,2.3864070255822834e-05,0.0014577664743900124,265640,1,83805,1,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.7,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.71,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.72,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.73,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.74,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.75,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.76,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.77,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.78,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.79,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
HistGradientBoosting,0.8,0.7191136735615594,0.49343874205445426,0.76017536278749,0.0,0.0,0.0,0.0,265641,0,83806,0,hist_gradient_boosting,27.134213800003636
