model,model_family,run_label,eval_scope,threshold,auc,logloss,accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,fit_seconds,train_rows,eval_rows
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.59,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.6,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.61,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.62,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.63,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.64,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.65,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.66,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.67,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
LightGBM Quick,LightGBM,lightgbm_quick,quick_test_sample,0.68,0.7133115475446509,0.6656515048423669,0.76018,0.0,0.0,0.0,0.0,76018,0,23982,0,0.5600417999958154,100000,100000
